Variable,Categoría,Comuna,Valor
La vivienda cuenta con servicio de Alcantarillado?,Si,Comuna 12,35217
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,No,Comuna 12,5302
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,No informa,Comuna 12,132
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,Si,Comuna 12,33319
¿Cuántas veces por semana?,1 vez,Comuna 12,482
¿Cuántas veces por semana?,2 veces,Comuna 12,30177
¿Cuántas veces por semana?,3 veces,Comuna 12,5052
¿Cuántas veces por semana?,4 veces,Comuna 12,70
¿Cuántas veces por semana?,5 veces,Comuna 12,9
¿Cuántas veces por semana?,6 veces,Comuna 12,64
¿Cuántas veces por semana?,7 veces,Comuna 12,13
¿Cuántas veces por semana?,Mayor periodicidad,Comuna 12,2
¿Cuántas veces por semana?,No sabe,Comuna 12,19
La vivienda cuenta con servicio de Recolección de basuras?,No,Comuna 12,2865
La vivienda cuenta con servicio de Recolección de basuras?,Si,Comuna 12,35888
La vivienda cuenta con servicio de internet (Fijo o Movil)?,No,Comuna 12,14885
La vivienda cuenta con servicio de internet (Fijo o Movil)?,No informa,Comuna 12,132
La vivienda cuenta con servicio de internet (Fijo o Movil)?,Si,Comuna 12,23736
Condición de ocupación de la Vivienda,Ocupada con personas presentes,Comuna 12,38753
Material predominante de las paredes exteriores de la vivienda,"Bloque, ladrillo, piedra, madera pulida",Comuna 12,33267
Material predominante de las paredes exteriores de la vivienda,"Caña, esterilla, otros vegetales",Comuna 12,279
Material predominante de las paredes exteriores de la vivienda,Concreto vaciado,Comuna 12,3051
Material predominante de las paredes exteriores de la vivienda,Guadua,Comuna 12,195
Material predominante de las paredes exteriores de la vivienda,"Madera burda, tabla, tablon",Comuna 12,958
Material predominante de las paredes exteriores de la vivienda,Material prefabricado,Comuna 12,178
Material predominante de las paredes exteriores de la vivienda,"Materiales de deshecho (Zinc, tela, carton, latas, plásticos, otros)",Comuna 12,125
Material predominante de las paredes exteriores de la vivienda,No tiene paredes,Comuna 12,2
Material predominante de las paredes exteriores de la vivienda,"Tapia pisada, bahareque, adobe",Comuna 12,698
Material predominante de los pisos de esta vivienda,"Baldosa, vinilo, tableta, ladrillo, laminado",Comuna 12,27842
Material predominante de los pisos de esta vivienda,"Cemento, gravilla",Comuna 12,6443
Material predominante de los pisos de esta vivienda,"Madera burda, tabla, tablon, otro vegetal",Comuna 12,1727
Material predominante de los pisos de esta vivienda,"Marmol, parque, madera pulida y lacada",Comuna 12,1138
Material predominante de los pisos de esta vivienda,"Tierra, arena, barro",Comuna 12,1496
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Esta vivienda No tiene servicio sanitario?,Comuna 12,877
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro con descarga directa a fuentes de agua (bajamar)?,Comuna 12,202
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro conectado a pozo séptico?,Comuna 12,2226
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro conectado al alcantarillado?,Comuna 12,34972
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Inodoro sin conexión?,Comuna 12,217
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,Letrina?,Comuna 12,134
¿Qué tipo de servicio sanitario (inodoro) tiene esta vivienda:,No informa,Comuna 12,125
Tipo vivienda,Apartamento,Comuna 12,9578
Tipo vivienda,Casa,Comuna 12,28413
Tipo vivienda,"Otro (Contenedor, carpa, embarcación, vagon, cueva, refugio natural, etc",Comuna 12,5
Tipo vivienda,Tipo cuarto,Comuna 12,463
Tipo vivienda,Vivienda tradicional Indígena,Comuna 12,281
Tipo vivienda,"Vivienda tradicional Étnica (Afrocolombiana, Isleña, Rrom)",Comuna 12,13
"¿En su vida diaria tiene dificultades para: Oir,hablar,ver,moverse,caminar, agar",No,Zona Rural,21629
"¿En su vida diaria tiene dificultades para: Oir,hablar,ver,moverse,caminar, agar",Sí,Zona Rural,2527
Fuente para preparar los alimentos,Acueducto público?,Zona Rural,14013
Fuente para preparar los alimentos,Acueducto veredal?,Zona Rural,2543
Fuente para preparar los alimentos,Agua embotellada o en bolsa?,Zona Rural,43
Fuente para preparar los alimentos,Agua lluvia?,Zona Rural,214
Fuente para preparar los alimentos,Aguatero?,Zona Rural,34
Fuente para preparar los alimentos,Carrotanque?,Zona Rural,0
Fuente para preparar los alimentos,No informa,Zona Rural,78
Fuente para preparar los alimentos,Pila pública?,Zona Rural,8
Fuente para preparar los alimentos,Pozo con bomba?,Zona Rural,492
Fuente para preparar los alimentos,"Pozo sin bomba, aljibe, jaguey o barreno?",Zona Rural,379
Fuente para preparar los alimentos,Red de distribución comunitaria?,Zona Rural,1260
Fuente para preparar los alimentos,"RÍo, quebrada, manantial, nacimiento?",Zona Rural,4882
Lugar donde preparan los alimentos,En un cuarto usado solo para cocinar?,Zona Rural,22123
Lugar donde preparan los alimentos,En un cuarto usado también para dormir?,Zona Rural,373
Lugar donde preparan los alimentos,"En un patio, corredor, enramada o al aire libre?",Zona Rural,688
Lugar donde preparan los alimentos,En una sala-comedor con lavaplatos?,Zona Rural,624
Lugar donde preparan los alimentos,En una sala-comedor sin lavaplatos?,Zona Rural,82
Lugar donde preparan los alimentos,No informa,Zona Rural,56
Lugar donde preparan los alimentos,No preparan alimentos en la vivienda?,Zona Rural,210
¿En general considera que la calidad de la prestación del servicio de salud reci,Bueno,Zona Rural,2078
¿En general considera que la calidad de la prestación del servicio de salud reci,Malo,Zona Rural,457
¿En general considera que la calidad de la prestación del servicio de salud reci,Muy Malo,Zona Rural,119
¿En general considera que la calidad de la prestación del servicio de salud reci,Muy bueno,Zona Rural,777
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",No,Zona Rural,17484
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",No informa,Zona Rural,204
"¿Actualmente asiste a algún preescolar, escuela, colegio o universidad, de forma",Sí,Zona Rural,5128
Ha tenido algún hijo(a) nacido vivo(a),No,Zona Rural,3152
Ha tenido algún hijo(a) nacido vivo(a),No informa,Zona Rural,178
Ha tenido algún hijo(a) nacido vivo(a),Sí,Zona Rural,6873
¿Lo atendieron?,No,Zona Rural,93
¿Lo atendieron?,No informa,Zona Rural,0
¿Lo atendieron?,Sí,Zona Rural,3431
¿Donde nacio?,En este mpio,Zona Rural,13828
¿Donde nacio?,En otro mpio Colombiano,Zona Rural,10811
¿Donde nacio?,En otro país,Zona Rural,191
¿Donde nacio?,No Informa,Zona Rural,174
¿En donde vivía hace 12 meses ?,En este mpio,Zona Rural,22465
¿En donde vivía hace 12 meses ?,En otro mpio colombiano,Zona Rural,1163
¿En donde vivía hace 12 meses ?,En otro país,Zona Rural,105
¿En donde vivía hace 12 meses ?,No Informa,Zona Rural,182
¿En donde vivía hace 12 meses ?,No había nacido,Zona Rural,241
¿En donde vivía hace 5 años ?,En este mpio,Zona Rural,19404
¿En donde vivía hace 5 años ?,En otro mpio Colombiano,Zona Rural,3007
¿En donde vivía hace 5 años ?,En otro país,Zona Rural,218
¿En donde vivía hace 5 años ?,No Informa,Zona Rural,221
¿En donde vivía hace 5 años ?,No había nacido,Zona Rural,1306
¿Sabe leer y escribir?,No,Zona Rural,1936
¿Sabe leer y escribir?,No informa,Zona Rural,283
¿Sabe leer y escribir?,Sí,Zona Rural,21432
¿Cuantos años cumplidos tiene?,de 00 A 04 Años,Zona Rural,1353
¿Cuantos años cumplidos tiene?,de 05 A 09 Años,Zona Rural,1498
¿Cuantos años cumplidos tiene?,de 10 A 14 Años,Zona Rural,1946
¿Cuantos años cumplidos tiene?,de 100 y más Años,Zona Rural,8
¿Cuantos años cumplidos tiene?,de 15 A 19 Años,Zona Rural,2280
¿Cuantos años cumplidos tiene?,de 20 A 24 Años,Zona Rural,1912
¿Cuantos años cumplidos tiene?,de 25 A 29 Años,Zona Rural,1806
¿Cuantos años cumplidos tiene?,de 30 A 34 Años,Zona Rural,1576
¿Cuantos años cumplidos tiene?,de 35 A 39 Años,Zona Rural,1759
¿Cuantos años cumplidos tiene?,de 40 A 44 Años,Zona Rural,1546
¿Cuantos años cumplidos tiene?,de 45 A 49 Años,Zona Rural,1723
¿Cuantos años cumplidos tiene?,de 50 A 54 Años,Zona Rural,1668
¿Cuantos años cumplidos tiene?,de 55 A 59 Años,Zona Rural,1599
¿Cuantos años cumplidos tiene?,de 60 A 64 Años,Zona Rural,1360
¿Cuantos años cumplidos tiene?,de 65 A 69 Años,Zona Rural,1052
¿Cuantos años cumplidos tiene?,de 70 A 74 Años,Zona Rural,774
¿Cuantos años cumplidos tiene?,de 75 A 79 Años,Zona Rural,512
¿Cuantos años cumplidos tiene?,de 80 A 84 Años,Zona Rural,361
¿Cuantos años cumplidos tiene?,de 85 A 89 Años,Zona Rural,185
¿Cuantos años cumplidos tiene?,de 90 A 94 Años,Zona Rural,68
¿Cuantos años cumplidos tiene?,de 95 A 99 Años,Zona Rural,18
"¿En los últimos 30 días, tuvo alguna enfermedad, accidente, problema odontológic",No,Zona Rural,19888
"¿En los últimos 30 días, tuvo alguna enfermedad, accidente, problema odontológic",No informa,Zona Rural,176
"¿En los últimos 30 días, tuvo alguna enfermedad, accidente, problema odontológic",Sí,Zona Rural,4092
"Actualmente, ¿Su estado civil es?",Casado(a)?,Zona Rural,5085
"Actualmente, ¿Su estado civil es?",Divorciado(a)?,Zona Rural,158
"Actualmente, ¿Su estado civil es?",No Informa,Zona Rural,185
"Actualmente, ¿Su estado civil es?",Separado(a) de matrimonio?,Zona Rural,534
"Actualmente, ¿Su estado civil es?",Separado(a) de unión libre?,Zona Rural,639
"Actualmente, ¿Su estado civil es?","Soltero(a)?(Nunca se ha casado, ni ha vivido en unión libre)",Zona Rural,8745
"Actualmente, ¿Su estado civil es?",Unión libre?,Zona Rural,5793
"Actualmente, ¿Su estado civil es?",Viudo(a)?,Zona Rural,1014
¿Cuál es el nivel educativo más alto alcanzado?,Básica primaria,Zona Rural,9788
¿Cuál es el nivel educativo más alto alcanzado?,Básica secundaria,Zona Rural,4386
Material predominante de los pisos de esta vivienda,Alfombra,Zona Rural,30
¿Cuál es el nivel educativo más alto alcanzado?,"Especialización, maestría, doctorado",Zona Rural,347
¿Cuál es el nivel educativo más alto alcanzado?,Media academica o clasica,Zona Rural,4478
¿Cuál es el nivel educativo más alto alcanzado?,Media tecnica,Zona Rural,195
¿Cuál es el nivel educativo más alto alcanzado?,Ninguno,Zona Rural,1308
¿Cuál es el nivel educativo más alto alcanzado?,No informa,Zona Rural,342
¿Cuál es el nivel educativo más alto alcanzado?,Normalista,Zona Rural,32
¿Cuál es el nivel educativo más alto alcanzado?,Preescolar,Zona Rural,443
¿Cuál es el nivel educativo más alto alcanzado?,Técnica profesional o Tecnológica,Zona Rural,1112
¿Cuál es el nivel educativo más alto alcanzado?,Universitario,Zona Rural,1220
Parentesco con el jefe del hogar,"Hijo(a), Hijastro(a)",Zona Rural,7999
Parentesco con el jefe del hogar,Jefe(a) del hogar,Zona Rural,7694
Parentesco con el jefe del hogar,Otros NO parientes,Zona Rural,676
Parentesco con el jefe del hogar,Otros Parientes,Zona Rural,3057
Parentesco con el jefe del hogar,"Pareja (Conyuge, compañero(a), esposo(a))",Zona Rural,4730
"Para tratar ese problema de salud, ¿qué hizo principalmente",Acudió a la entidad de seguridad social en salud de la cual es filiado(a)?,Zona Rural,3524
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a otro médico de un grupo étnico? (curandero, yerbatero, etc.)",Zona Rural,3
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a un boticario, farmacéuta, droguista?",Zona Rural,57
"Para tratar ese problema de salud, ¿qué hizo principalmente","Acudió a un médico particular? (general, especialista, odontólogo, terapeuta u otro)",Zona Rural,158
"Para tratar ese problema de salud, ¿qué hizo principalmente",Acudió a una autoridad indígena espiritual?,Zona Rural,1
"Para tratar ese problema de salud, ¿qué hizo principalmente","Asistió a terapias alternativas? (acupuntura, esencias florales, musicoterapias, homeópata, etc.)",Zona Rural,2
"Para tratar ese problema de salud, ¿qué hizo principalmente",No Informa,Zona Rural,2
"Para tratar ese problema de salud, ¿qué hizo principalmente",No hizo nada,Zona Rural,61
"Para tratar ese problema de salud, ¿qué hizo principalmente",Se autorrecetó,Zona Rural,87
"Para tratar ese problema de salud, ¿qué hizo principalmente",Usó remedios caseros?,Zona Rural,197
¿Cual es el sexo de...?,Hombre,Zona Rural,13134
¿Cual es el sexo de...?,Mujer,Zona Rural,11870
¿Actividad durante la semana pasada . . . :?,Busco trabajo?,Zona Rural,489
¿Actividad durante la semana pasada . . . :?,Estudió?,Zona Rural,3213
¿Actividad durante la semana pasada . . . :?,Estuvo en otra situación?,Zona Rural,1040
¿Actividad durante la semana pasada . . . :?,Está incapacitado(a) permanentemente para trabajar?,Zona Rural,288
¿Actividad durante la semana pasada . . . :?,No Informa,Zona Rural,275
¿Actividad durante la semana pasada . . . :?,"No trabajó, pero tenía un empleo, trabajo o negocio por el que recibe ingresos?",Zona Rural,632
¿Actividad durante la semana pasada . . . :?,Realizó oficios del hogar?,Zona Rural,5375
¿Actividad durante la semana pasada . . . :?,Trabajó o ayudó en un negocio por lo menos una hora sin que le pagaran?,Zona Rural,168
¿Actividad durante la semana pasada . . . :?,Trabajó por lo menos una hora en una actividad que le generó algún ingreso?,Zona Rural,9101
¿Actividad durante la semana pasada . . . :?,"Vivió de jubilación, pensión o renta?",Zona Rural,742
Uso de la Unidad (Espacio independiente y separado),Lugar Especial de Alojamiento - LEA,Zona Rural,848
Uso de la Unidad (Espacio independiente y separado),Mixto (Espacio independiente y separado que combina vivienda con otro uso no residencial),Zona Rural,2638
Uso de la Unidad (Espacio independiente y separado),Vivienda,Zona Rural,21518
Estrato de esta vivienda,Estrato 1,Zona Rural,9167
Estrato de esta vivienda,Estrato 2,Zona Rural,9499
Estrato de esta vivienda,Estrato 3,Zona Rural,1646
Estrato de esta vivienda,Estrato 4,Zona Rural,248
Estrato de esta vivienda,Estrato 5,Zona Rural,123
Estrato de esta vivienda,Estrato 6,Zona Rural,292
Estrato de esta vivienda,No sabe el estrato,Zona Rural,2113
Estrato de esta vivienda,Sin estrato,Zona Rural,226
La vivienda cuenta con servicio de Energía Eléctrica,No,Zona Rural,842
La vivienda cuenta con servicio de Energía Eléctrica,Si,Zona Rural,23314
La vivienda cuenta con servicios de Acueducto?,No,Zona Rural,6337
La vivienda cuenta con servicios de Acueducto?,Si,Zona Rural,17819
La vivienda cuenta con servicio de Alcantarillado?,No,Zona Rural,11164
La vivienda cuenta con servicio de Alcantarillado?,Si,Zona Rural,12992
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,No,Zona Rural,18338
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,No informa,Zona Rural,115
La vivienda cuenta con servicio de Gas Natural conectado a red pública?,Si,Zona Rural,5703
¿Cuántas veces por semana?,1 vez,Zona Rural,9733
¿Cuántas veces por semana?,2 veces,Zona Rural,7076
¿Cuántas veces por semana?,3 veces,Zona Rural,163
¿Cuántas veces por semana?,4 veces,Zona Rural,6
¿Cuántas veces por semana?,5 veces,Zona Rural,2
¿Cuántas veces por semana?,6 veces,Zona Rural,0
¿Cuántas veces por semana?,7 veces,Zona Rural,0
¿Cuántas veces por semana?,Mayor periodicidad,Zona Rural,538
¿Cuántas veces por semana?,No sabe,Zona Rural,30
La vivienda cuenta con servicio de Recolección de basuras?,No,Zona Rural,6608
La vivienda cuenta con servicio de Recolección de basuras?,Si,Zona Rural,17548
La vivienda cuenta con servicio de internet (Fijo o Movil)?,No,Zona Rural,19463
La vivienda cuenta con servicio de internet (Fijo o Movil)?,No informa,Zona Rural,126
La vivienda cuenta con servicio de internet (Fijo o Movil)?,Si,Zona Rural,4567
Condición de ocupación de la Vivienda,Ocupada con personas presentes,Zona Rural,24156
Material predominante de las paredes exteriores de la vivienda,"Bloque, ladrillo, piedra, madera pulida",Zona Rural,15718
Material predominante de las paredes exteriores de la vivienda,"Caña, esterilla, otros vegetales",Zona Rural,1682
Material predominante de las paredes exteriores de la vivienda,Concreto vaciado,Zona Rural,908
Material predominante de las paredes exteriores de la vivienda,Guadua,Zona Rural,288
Material predominante de las paredes exteriores de la vivienda,"Madera burda, tabla, tablon",Zona Rural,1287
Material predominante de las paredes exteriores de la vivienda,Material prefabricado,Zona Rural,854
Material predominante de las paredes exteriores de la vivienda,"Materiales de deshecho (Zinc, tela, carton, latas, plásticos, otros)",Zona Rural,147
Material predominante de las paredes exteriores de la vivienda,No tiene paredes,Zona Rural,10
Material predominante de las paredes exteriores de la vivienda,"Tapia pisada, bahareque, adobe",Zona Rural,3262
Material predominante de los pisos de esta vivienda,"Baldosa, vinilo, tableta, ladrillo, laminado",Zona Rural,10277
